prefecture,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
Niigata,2020/03/07,-8,2,11,-27,-1,4
Niigata,2020/03/08,-8,2,9,-28,-3,4
Niigata,2020/03/09,-1,0,30,-19,-3,3
Niigata,2020/03/10,-6,2,-15,-23,-3,4
Niigata,2020/03/11,-3,2,-11,-23,-4,4
Niigata,2020/03/12,2,6,20,-19,-3,3
Niigata,2020/03/13,-2,3,9,-23,-3,4
Niigata,2020/03/14,-4,1,-27,-29,-8,6
Niigata,2020/03/15,-5,4,11,-24,-3,4
Niigata,2020/03/16,-7,-4,-22,-23,-3,4
Niigata,2020/03/17,-3,1,2,-19,-3,3
Niigata,2020/03/18,0,3,8,-18,-2,3
Niigata,2020/03/19,11,9,39,-10,-3,1
Niigata,2020/03/20,13,7,-13,-30,-56,20
Niigata,2020/03/21,-3,2,19,-19,-5,4
Niigata,2020/03/22,-12,-2,-38,-27,-3,5
Niigata,2020/03/23,2,-1,12,-17,-3,3
Niigata,2020/03/24,1,2,-3,-21,-5,4
Niigata,2020/03/25,8,8,26,-14,-3,3
Niigata,2020/03/26,6,10,41,-13,-4,2
Niigata,2020/03/27,-1,5,-3,-22,-5,4
Niigata,2020/03/28,-6,3,-21,-30,-7,5
Niigata,2020/03/29,-11,3,-22,-35,-3,5
Niigata,2020/03/30,3,2,20,-19,-5,3
Niigata,2020/03/31,4,6,39,-21,-5,3
Niigata,2020/04/01,-5,2,3,-26,-6,4
Niigata,2020/04/02,-5,4,0,-27,-8,5
Niigata,2020/04/03,-3,5,48,-26,-7,4
Niigata,2020/04/04,-8,4,42,-32,-7,5
Niigata,2020/04/05,-14,2,-31,-43,-9,7
Niigata,2020/04/06,-6,1,-8,-25,-8,5
Niigata,2020/04/07,-3,7,46,-20,-9,4
Niigata,2020/04/08,-5,5,51,-22,-8,4
Niigata,2020/04/09,-8,4,32,-24,-7,4
Niigata,2020/04/10,-13,3,-4,-32,-7,6
Niigata,2020/04/11,-13,3,39,-42,-18,8
Niigata,2020/04/12,-17,3,61,-43,-11,6
Niigata,2020/04/13,-15,-4,-13,-29,-6,5
Niigata,2020/04/14,-12,2,11,-28,-7,5
Niigata,2020/04/15,-7,8,47,-29,-8,5
Niigata,2020/04/16,-9,6,30,-33,-9,5
Niigata,2020/04/17,-14,5,31,-39,-9,7
Niigata,2020/04/18,-32,-6,-50,-59,-12,11
Niigata,2020/04/19,-29,-2,6,-55,-14,9
Niigata,2020/04/20,-21,-3,-20,-42,-9,7
Niigata,2020/04/21,-20,0,-1,-41,-11,8
Niigata,2020/04/22,-23,-1,-17,-44,-12,9
Niigata,2020/04/23,-24,-2,-19,-45,-13,9
Niigata,2020/04/24,-24,3,-8,-48,-15,11
Niigata,2020/04/25,-29,-2,21,-53,-21,10
Niigata,2020/04/26,-38,-9,-42,-65,-21,11
Niigata,2020/04/27,-18,-1,15,-44,-15,9
Niigata,2020/04/28,-15,4,19,-45,-16,8
Niigata,2020/04/29,-12,1,40,-59,-63,20
Niigata,2020/04/30,-15,5,31,-46,-21,11
Niigata,2020/05/01,-20,2,20,-51,-25,14
Niigata,2020/05/02,-32,-5,8,-56,-21,11
Niigata,2020/05/03,-32,-7,20,-57,-23,8
Niigata,2020/05/04,-2,2,48,-58,-72,26
Niigata,2020/05/05,2,7,53,-58,-73,26
Niigata,2020/05/06,-11,1,10,-61,-71,27
Niigata,2020/05/07,-18,1,15,-45,-16,9
Niigata,2020/05/08,-20,2,29,-46,-16,10
Niigata,2020/05/09,-28,-4,0,-54,-12,9
Oita,2020/02/15,0,2,-6,-3,3,0
Oita,2020/02/16,-3,0,-27,-12,0,2
Oita,2020/02/17,-4,1,-13,-1,1,2
Oita,2020/02/18,-3,-2,-10,-5,-1,1
Oita,2020/02/19,0,0,3,1,0,0
Oita,2020/02/20,3,3,2,5,1,0
Oita,2020/02/21,0,1,6,5,1,1
Oita,2020/02/22,1,4,-7,4,-1,1
Oita,2020/02/23,9,8,36,20,3,-1
Oita,2020/02/24,21,4,53,17,-48,11
Oita,2020/02/25,0,6,-1,1,1,0
Oita,2020/02/26,0,2,-2,-3,2,0
Oita,2020/02/27,0,6,-7,-4,1,1
Oita,2020/02/28,2,15,-12,-12,2,2
Oita,2020/02/29,-10,5,-48,-28,2,5
Oita,2020/03/01,-7,4,-32,-28,2,4
Oita,2020/03/02,-4,5,-8,-16,1,3
Oita,2020/03/03,-5,6,-8,-18,-2,3
Oita,2020/03/04,-9,1,-16,-21,-2,4
Oita,2020/03/05,-8,3,-4,-18,-2,4
Oita,2020/03/06,-10,0,3,-19,-4,5
Oita,2020/03/07,-16,-2,-29,-29,-3,6
Oita,2020/03/08,-10,3,1,-22,-2,4
Oita,2020/03/09,-10,-1,-8,-18,-1,4
Oita,2020/03/10,-5,3,-17,-22,-3,4
Oita,2020/03/11,-3,1,6,-14,-3,3
Oita,2020/03/12,-3,3,10,-12,-3,3
Oita,2020/03/13,-4,1,0,-16,-3,4
Oita,2020/03/14,-6,2,-15,-18,-5,5
Oita,2020/03/15,-6,3,5,-15,-2,3
Oita,2020/03/16,-5,1,-7,-13,-1,3
Oita,2020/03/17,-4,0,5,-12,-2,2
Oita,2020/03/18,-4,0,11,-11,-1,2
Oita,2020/03/19,4,5,6,-4,-1,1
Oita,2020/03/20,13,7,62,4,-46,13
Oita,2020/03/21,-6,5,38,0,-6,3
Oita,2020/03/22,-11,1,3,-16,-2,4
Oita,2020/03/23,-6,0,7,-12,-1,3
Oita,2020/03/24,-2,3,7,-13,-5,3
Oita,2020/03/25,1,4,20,-9,-3,2
Oita,2020/03/26,-4,4,-16,-15,-4,4
Oita,2020/03/27,-7,-1,-20,-20,-5,6
Oita,2020/03/28,-14,-2,-38,-30,-6,7
Oita,2020/03/29,-8,5,22,-17,-1,3
Oita,2020/03/30,-8,-1,-24,-21,-3,5
Oita,2020/03/31,-7,2,-20,-21,-4,4
Oita,2020/04/01,-14,-3,-32,-26,-7,5
Oita,2020/04/02,-11,3,15,-18,-7,5
Oita,2020/04/03,-15,0,12,-23,-8,6
Oita,2020/04/04,-18,4,21,-25,-9,7
Oita,2020/04/05,-18,3,16,-30,-10,6
Oita,2020/04/06,-13,3,8,-20,-6,5
Oita,2020/04/07,-12,2,4,-25,-8,5
Oita,2020/04/08,-16,-1,1,-26,-8,5
Oita,2020/04/09,-14,0,-1,-27,-10,6
Oita,2020/04/10,-14,2,-5,-29,-10,7
Oita,2020/04/11,-20,2,-9,-36,-16,9
Oita,2020/04/12,-34,-15,-69,-59,-18,11
Oita,2020/04/13,-20,-4,-42,-36,-9,8
Oita,2020/04/14,-16,0,-7,-28,-8,6
Oita,2020/04/15,-14,4,-3,-25,-8,5
Oita,2020/04/16,-15,4,-3,-26,-9,6
Oita,2020/04/17,-21,0,-22,-39,-11,9
Oita,2020/04/18,-27,-1,-20,-45,-15,11
Oita,2020/04/19,-32,-7,-33,-53,-17,10
Oita,2020/04/20,-20,-1,-17,-37,-9,8
Oita,2020/04/21,-22,-2,-11,-38,-12,8
Oita,2020/04/22,-23,-5,-14,-39,-14,9
Oita,2020/04/23,-24,-4,-15,-40,-14,10
Oita,2020/04/24,-23,0,-13,-42,-16,11
Oita,2020/04/25,-29,-1,-18,-48,-20,12
Oita,2020/04/26,-33,-7,-27,-54,-23,11
Oita,2020/04/27,-21,-1,-13,-39,-13,9
Oita,2020/04/28,-17,1,-11,-39,-15,8
Oita,2020/04/29,-19,-5,4,-45,-56,17
Oita,2020/04/30,-18,3,-7,-35,-19,10
Oita,2020/05/01,-22,0,-10,-40,-23,13
Oita,2020/05/02,-32,-4,-20,-46,-24,13
Oita,2020/05/03,-40,-16,-65,-63,-30,13
Oita,2020/05/04,-11,-1,-4,-43,-68,24
Oita,2020/05/05,-9,0,13,-37,-68,23
Oita,2020/05/06,-17,-7,1,-43,-65,24
Oita,2020/05/07,-18,-1,-10,-35,-15,9
Oita,2020/05/08,-22,-3,-13,-38,-16,11
Oita,2020/05/09,-30,-8,-45,-49,-14,12
Okayama,2020/02/15,0,4,12,-1,4,0
Okayama,2020/02/16,-6,-3,-35,-8,-2,2
Okayama,2020/02/17,-1,-1,-6,0,2,1
Okayama,2020/02/18,1,2,12,-1,0,1
Okayama,2020/02/19,1,0,10,2,0,0
Okayama,2020/02/20,3,4,6,0,1,0
Okayama,2020/02/21,0,1,10,0,1,1
Okayama,2020/02/22,-2,1,-16,2,-2,2
Okayama,2020/02/23,4,4,25,13,0,-1
Okayama,2020/02/24,26,4,72,2,-51,13
Okayama,2020/02/25,0,5,7,1,1,0
Okayama,2020/02/26,0,2,5,-2,1,1
Okayama,2020/02/27,-1,4,0,-7,1,1
Okayama,2020/02/28,-2,10,2,-13,2,2
Okayama,2020/02/29,-8,10,-39,-28,3,4
Okayama,2020/03/01,-6,10,-2,-21,4,3
Okayama,2020/03/02,-2,6,7,-17,1,2
Okayama,2020/03/03,-1,8,29,-16,-1,2
Okayama,2020/03/04,-9,-3,-25,-21,-3,4
Okayama,2020/03/05,-4,3,-2,-19,-1,3
Okayama,2020/03/06,-5,1,15,-20,-1,3
Okayama,2020/03/07,-9,1,-2,-27,-2,5
Okayama,2020/03/08,-10,2,-26,-29,-2,5
Okayama,2020/03/09,-3,-1,17,-14,0,3
Okayama,2020/03/10,-3,3,-7,-18,-3,4
Okayama,2020/03/11,0,2,13,-15,-2,3
Okayama,2020/03/12,2,4,22,-14,-2,2
Okayama,2020/03/13,0,2,14,-16,-3,3
Okayama,2020/03/14,-2,3,-15,-22,-5,4
Okayama,2020/03/15,-4,5,2,-16,-2,3
Okayama,2020/03/16,-3,-1,-3,-12,-1,3
Okayama,2020/03/17,1,3,31,-12,-3,2
Okayama,2020/03/18,1,2,22,-9,-2,2
Okayama,2020/03/19,9,5,22,-3,-2,1
Okayama,2020/03/20,20,11,67,-12,-50,14
Okayama,2020/03/21,-1,5,44,-8,-8,2
Okayama,2020/03/22,-5,2,11,-7,-1,2
Okayama,2020/03/23,0,-1,24,-8,-1,2
Okayama,2020/03/24,2,3,38,-12,-3,2
Okayama,2020/03/25,4,4,27,-9,-3,2
Okayama,2020/03/26,3,6,24,-10,-3,2
Okayama,2020/03/27,-5,0,-22,-20,-5,5
Okayama,2020/03/28,-8,4,-21,-25,-5,5
Okayama,2020/03/29,-7,7,17,-18,0,3
Okayama,2020/03/30,0,5,18,-14,-4,3
Okayama,2020/03/31,0,4,33,-16,-4,3
Okayama,2020/04/01,-14,-6,-31,-23,-7,6
Okayama,2020/04/02,-5,5,33,-19,-7,4
Okayama,2020/04/03,-9,4,42,-23,-7,5
Okayama,2020/04/04,-11,7,58,-28,-10,5
Okayama,2020/04/05,-15,5,39,-28,-8,5
Okayama,2020/04/06,-7,3,36,-19,-6,4
Okayama,2020/04/07,-8,5,44,-23,-7,4
Okayama,2020/04/08,-10,2,22,-23,-8,5
Okayama,2020/04/09,-9,3,19,-25,-9,5
Okayama,2020/04/10,-12,4,12,-30,-8,6
Okayama,2020/04/11,-16,5,21,-41,-16,8
Okayama,2020/04/12,-34,-10,-66,-57,-14,11
Okayama,2020/04/13,-18,-4,-29,-30,-7,8
Okayama,2020/04/14,-12,4,27,-28,-6,5
Okayama,2020/04/15,-10,7,10,-27,-7,5
Okayama,2020/04/16,-12,5,12,-29,-7,5
Okayama,2020/04/17,-16,4,-1,-37,-9,8
Okayama,2020/04/18,-27,0,-27,-52,-15,11
Okayama,2020/04/19,-31,-3,-9,-50,-14,9
Okayama,2020/04/20,-21,-1,-9,-38,-8,8
Okayama,2020/04/21,-21,0,15,-39,-11,8
Okayama,2020/04/22,-25,-3,-2,-40,-13,9
Okayama,2020/04/23,-25,-2,-7,-42,-14,9
Okayama,2020/04/24,-26,1,-5,-46,-15,11
Okayama,2020/04/25,-32,1,-3,-53,-19,11
Okayama,2020/04/26,-38,-6,-20,-57,-17,10
Okayama,2020/04/27,-23,-1,4,-41,-13,9
Okayama,2020/04/28,-18,3,16,-41,-15,8
Okayama,2020/04/29,-18,-4,23,-56,-58,19
Okayama,2020/04/30,-20,5,6,-45,-21,11
Okayama,2020/05/01,-24,2,7,-49,-25,15
Okayama,2020/05/02,-33,-3,-6,-56,-26,13
Okayama,2020/05/03,-42,-14,-57,-68,-27,12
Okayama,2020/05/04,-10,-2,22,-61,-70,26
Okayama,2020/05/05,-10,2,49,-58,-70,26
Okayama,2020/05/06,-19,-5,13,-60,-68,26
Okayama,2020/05/07,-23,0,6,-41,-15,9
Okayama,2020/05/08,-24,0,6,-45,-15,11
Okayama,2020/05/09,-32,-5,-27,-56,-13,11
Okinawa,2020/02/15,1,1,9,2,3,0
Okinawa,2020/02/16,-3,-2,-15,-5,-2,2
Okinawa,2020/02/17,-2,1,-9,4,-3,1
Okinawa,2020/02/18,0,1,-6,-2,-2,2
Okinawa,2020/02/19,-3,-1,10,1,1,1
Okinawa,2020/02/20,-2,1,6,1,0,1
Okinawa,2020/02/21,-4,-1,8,1,1,0
Okinawa,2020/02/22,-2,0,0,-1,0,1
Okinawa,2020/02/23,2,2,21,0,1,-1
Okinawa,2020/02/24,8,-1,30,3,-42,10
Okinawa,2020/02/25,-2,2,-8,0,-1,1
Okinawa,2020/02/26,-6,0,-6,-6,0,1
Okinawa,2020/02/27,-5,1,-7,-12,0,2
Okinawa,2020/02/28,-6,1,-6,-16,2,1
Okinawa,2020/02/29,-8,1,-17,-20,7,2
Okinawa,2020/03/01,-12,-2,-30,-30,3,4
Okinawa,2020/03/02,-11,-2,-27,-25,0,2
Okinawa,2020/03/03,-6,1,-15,-26,0,3
Okinawa,2020/03/04,-11,-4,-20,-27,-2,4
Okinawa,2020/03/05,-10,-3,-42,-29,-4,5
Okinawa,2020/03/06,-8,-3,-6,-27,-1,3
Okinawa,2020/03/07,-11,-7,-36,-32,1,5
Okinawa,2020/03/08,-9,-2,-16,-32,-2,4
Okinawa,2020/03/09,-11,-4,-20,-25,-2,2
Okinawa,2020/03/10,-3,0,-31,-28,-3,4
Okinawa,2020/03/11,-3,1,-10,-22,-4,3
Okinawa,2020/03/12,-5,-2,-19,-24,-4,3
Okinawa,2020/03/13,-5,-5,-27,-29,-3,4
Okinawa,2020/03/14,-5,-5,-42,-31,-2,4
Okinawa,2020/03/15,-5,0,-9,-28,-1,3
Okinawa,2020/03/16,-8,-2,-15,-22,0,1
Okinawa,2020/03/17,-3,-2,-12,-23,-1,2
Okinawa,2020/03/18,-5,-3,-14,-18,-1,3
Okinawa,2020/03/19,-2,-6,-35,-19,-3,3
Okinawa,2020/03/20,3,-2,14,-21,-40,12
Okinawa,2020/03/21,-6,-3,-6,-19,-1,3
Okinawa,2020/03/22,-8,-2,-12,-20,-1,2
Okinawa,2020/03/23,-6,-3,-16,-19,-1,1
Okinawa,2020/03/24,-1,-1,-14,-20,-2,2
Okinawa,2020/03/25,-3,1,-6,-17,-3,2
Okinawa,2020/03/26,-2,2,-1,-15,-4,3
Okinawa,2020/03/27,-6,-3,-10,-21,-4,3
Okinawa,2020/03/28,-12,-6,-37,-27,-1,5
Okinawa,2020/03/29,-9,0,-14,-27,1,3
Okinawa,2020/03/30,-9,-2,-17,-24,-6,3
Okinawa,2020/03/31,-6,-1,-34,-24,-7,5
Okinawa,2020/04/01,-11,-2,-25,-26,-8,5
Okinawa,2020/04/02,-12,-2,-12,-29,-8,5
Okinawa,2020/04/03,-14,-2,-13,-32,-8,5
Okinawa,2020/04/04,-20,-4,-50,-41,-6,9
Okinawa,2020/04/05,-19,2,-18,-40,-8,6
Okinawa,2020/04/06,-18,2,-28,-35,-9,5
Okinawa,2020/04/07,-22,-1,-47,-45,-13,9
Okinawa,2020/04/08,-24,-3,-23,-44,-14,9
Okinawa,2020/04/09,-29,-7,-42,-49,-15,11
Okinawa,2020/04/10,-26,-1,-19,-48,-14,9
Okinawa,2020/04/11,-34,-6,-38,-54,-16,12
Okinawa,2020/04/12,-37,-7,-55,-62,-19,12
Okinawa,2020/04/13,-30,-7,-41,-53,-15,9
Okinawa,2020/04/14,-27,-7,-27,-51,-16,11
Okinawa,2020/04/15,-27,-3,-26,-49,-17,11
Okinawa,2020/04/16,-29,-4,-21,-52,-18,11
Okinawa,2020/04/17,-34,-7,-24,-56,-18,12
Okinawa,2020/04/18,-40,-10,-35,-56,-19,14
Okinawa,2020/04/19,-42,-10,-36,-60,-24,12
Okinawa,2020/04/20,-38,-11,-50,-57,-21,12
Okinawa,2020/04/21,-37,-11,-50,-59,-24,15
Okinawa,2020/04/22,-39,-12,-49,-60,-25,16
Okinawa,2020/04/23,-39,-11,-39,-59,-26,16
Okinawa,2020/04/24,-42,-11,-35,-60,-26,16
Okinawa,2020/04/25,-45,-13,-42,-62,-25,16
Okinawa,2020/04/26,-52,-20,-69,-72,-32,16
Okinawa,2020/04/27,-39,-11,-44,-60,-26,15
Okinawa,2020/04/28,-34,-8,-30,-58,-28,14
Okinawa,2020/04/29,-36,-13,-22,-61,-56,21
Okinawa,2020/04/30,-37,-7,-35,-57,-27,15
Okinawa,2020/05/01,-40,-9,-41,-61,-28,17
Okinawa,2020/05/02,-54,-25,-76,-72,-29,20
Okinawa,2020/05/03,-46,-15,-65,-73,-31,15
Okinawa,2020/05/04,-32,-10,-34,-64,-63,24
Okinawa,2020/05/05,-28,-8,-34,-65,-65,26
Okinawa,2020/05/06,-38,-18,-53,-69,-63,29
Okinawa,2020/05/07,-35,-9,-43,-57,-23,14
Okinawa,2020/05/08,-36,-9,-44,-59,-23,15
Okinawa,2020/05/09,-37,-10,-49,-60,-21,14
Osaka,2020/02/15,0,3,2,-3,3,1
Osaka,2020/02/16,-12,-11,-42,-10,-3,3
Osaka,2020/02/17,-1,2,-8,-1,2,1
Osaka,2020/02/18,-2,1,-6,-4,-1,1
Osaka,2020/02/19,0,1,13,-3,0,1
Osaka,2020/02/20,1,2,8,-3,0,1
Osaka,2020/02/21,-2,2,7,-2,0,1
Osaka,2020/02/22,-10,-7,-29,-11,-4,3
Osaka,2020/02/23,1,3,7,-4,0,0
Osaka,2020/02/24,13,0,56,-34,-59,15
Osaka,2020/02/25,-2,4,-4,-3,1,1
Osaka,2020/02/26,-3,1,0,-5,1,1
Osaka,2020/02/27,-4,3,-9,-7,0,2
Osaka,2020/02/28,-3,11,-3,-9,1,2
Osaka,2020/02/29,-16,-2,-43,-26,2,5
Osaka,2020/03/01,-11,17,-3,-28,1,3
Osaka,2020/03/02,-6,7,4,-13,0,3
Osaka,2020/03/03,-5,9,12,-16,-3,3
Osaka,2020/03/04,-18,-11,-36,-19,-5,6
Osaka,2020/03/05,-9,5,-10,-18,-4,4
Osaka,2020/03/06,-11,3,7,-18,-4,4
Osaka,2020/03/07,-14,2,2,-30,-5,5
Osaka,2020/03/08,-21,-5,-42,-36,-7,6
Osaka,2020/03/09,-7,4,19,-15,-2,3
Osaka,2020/03/10,-16,-7,-35,-19,-6,6
Osaka,2020/03/11,-6,2,11,-16,-4,4
Osaka,2020/03/12,-5,5,24,-17,-4,3
Osaka,2020/03/13,-8,3,15,-18,-5,4
Osaka,2020/03/14,-18,-8,-48,-33,-8,7
Osaka,2020/03/15,-12,4,2,-31,-4,4
Osaka,2020/03/16,-10,-1,-13,-17,-3,4
Osaka,2020/03/17,-5,4,19,-16,-4,3
Osaka,2020/03/18,-4,1,27,-15,-4,3
Osaka,2020/03/19,2,5,24,-10,-4,2
Osaka,2020/03/20,-3,1,47,-44,-58,17
Osaka,2020/03/21,-12,2,25,-29,-9,4
Osaka,2020/03/22,-15,0,11,-31,-5,3
Osaka,2020/03/23,-6,1,18,-13,-2,3
Osaka,2020/03/24,-6,2,13,-16,-4,3
Osaka,2020/03/25,-2,5,31,-12,-4,3
Osaka,2020/03/26,-3,10,33,-14,-5,3
Osaka,2020/03/27,-19,-8,-39,-19,-7,6
Osaka,2020/03/28,-24,-2,-38,-36,-8,7
Osaka,2020/03/29,-21,3,-8,-39,-7,6
Osaka,2020/03/30,-12,2,-10,-18,-6,5
Osaka,2020/03/31,-8,8,20,-18,-6,4
Osaka,2020/04/01,-26,-12,-37,-22,-9,7
Osaka,2020/04/02,-15,9,17,-22,-9,6
Osaka,2020/04/03,-19,6,32,-24,-10,7
Osaka,2020/04/04,-25,6,35,-42,-14,8
Osaka,2020/04/05,-29,4,19,-48,-14,7
Osaka,2020/04/06,-16,11,23,-23,-9,6
Osaka,2020/04/07,-18,7,21,-28,-13,7
Osaka,2020/04/08,-31,-1,21,-36,-18,10
Osaka,2020/04/09,-32,1,20,-38,-20,11
Osaka,2020/04/10,-36,1,3,-41,-21,13
Osaka,2020/04/11,-40,3,3,-56,-28,13
Osaka,2020/04/12,-57,-25,-72,-68,-32,14
Osaka,2020/04/13,-44,-13,-51,-44,-23,14
Osaka,2020/04/14,-34,4,17,-44,-25,13
Osaka,2020/04/15,-34,4,23,-44,-26,13
Osaka,2020/04/16,-36,4,22,-46,-27,14
Osaka,2020/04/17,-41,2,6,-48,-28,16
Osaka,2020/04/18,-51,-10,-41,-61,-31,16
Osaka,2020/04/19,-49,-5,-4,-62,-30,12
Osaka,2020/04/20,-43,-6,-18,-46,-26,15
Osaka,2020/04/21,-42,-2,12,-48,-29,15
Osaka,2020/04/22,-44,-7,1,-50,-30,15
Osaka,2020/04/23,-45,-6,-5,-50,-30,16
Osaka,2020/04/24,-46,-2,-9,-49,-29,17
Osaka,2020/04/25,-48,-4,-4,-58,-30,15
Osaka,2020/04/26,-52,-10,-10,-63,-31,13
Osaka,2020/04/27,-40,-4,5,-46,-27,15
Osaka,2020/04/28,-38,-1,11,-47,-29,14
Osaka,2020/04/29,-39,-9,31,-69,-69,24
Osaka,2020/04/30,-39,2,12,-48,-34,17
Osaka,2020/05/01,-43,0,8,-51,-37,19
Osaka,2020/05/02,-49,-6,-8,-59,-34,15
Osaka,2020/05/03,-52,-11,-26,-63,-33,13
Osaka,2020/05/04,-38,-9,16,-70,-74,29
Osaka,2020/05/05,-35,-3,35,-69,-74,28
Osaka,2020/05/06,-44,-14,4,-71,-73,29
Osaka,2020/05/07,-40,0,7,-43,-26,14
Osaka,2020/05/08,-44,0,4,-45,-27,16
Osaka,2020/05/09,-49,-6,-24,-56,-24,14
Saga,2020/02/15,-3,2,-9,-3,4,0
Saga,2020/02/16,-5,-1,-30,-8,-2,2
Saga,2020/02/17,-6,-1,-15,-3,1,2
Saga,2020/02/18,-2,-2,-5,-3,-1,2
Saga,2020/02/19,1,1,18,1,1,0
Saga,2020/02/20,2,4,12,2,2,0
Saga,2020/02/21,0,1,12,0,1,0
Saga,2020/02/22,0,4,-1,2,-1,1
Saga,2020/02/23,5,9,43,11,0,-1
Saga,2020/02/24,28,6,88,5,-50,12
Saga,2020/02/25,0,3,-6,0,2,0
Saga,2020/02/26,1,4,11,-2,2,0
Saga,2020/02/27,2,8,-1,-4,1,1
Saga,2020/02/28,1,11,-12,-13,2,2
Saga,2020/02/29,-10,5,-45,-31,6,5
Saga,2020/03/01,-8,5,-31,-30,4,4
Saga,2020/03/02,-2,4,-3,-19,2,2
Saga,2020/03/03,0,4,-1,-19,-1,2
Saga,2020/03/04,-2,2,-2,-20,-1,3
Saga,2020/03/05,-1,3,4,-19,-1,3
Saga,2020/03/06,-3,0,7,-22,-2,4
Saga,2020/03/07,-9,-4,-37,-33,-2,6
Saga,2020/03/08,-3,4,3,-24,-2,4
Saga,2020/03/09,-6,-2,-4,-19,-1,4
Saga,2020/03/10,1,1,-20,-21,-2,4
Saga,2020/03/11,4,3,19,-15,-2,3
Saga,2020/03/12,5,5,12,-14,-2,2
Saga,2020/03/13,2,2,0,-20,-3,3
Saga,2020/03/14,-1,3,-11,-24,-4,5
Saga,2020/03/15,-4,1,-1,-23,-2,4
Saga,2020/03/16,-4,0,-4,-20,0,4
Saga,2020/03/17,3,0,4,-17,-2,3
Saga,2020/03/18,1,1,18,-14,-2,3
Saga,2020/03/19,10,5,10,-10,-3,1
Saga,2020/03/20,23,8,73,-12,-50,14
Saga,2020/03/21,0,3,29,-12,-7,4
Saga,2020/03/22,-5,0,-1,-20,-4,4
Saga,2020/03/23,0,-1,18,-14,-1,3
Saga,2020/03/24,5,0,16,-12,-1,2
Saga,2020/03/25,8,6,40,-8,-2,1
Saga,2020/03/26,3,1,-16,-18,-2,3
Saga,2020/03/27,-5,-4,-26,-25,-5,6
Saga,2020/03/28,-5,-1,-35,-30,-4,6
Saga,2020/03/29,-4,6,48,-19,0,3
Saga,2020/03/30,1,2,2,-17,-2,4
Saga,2020/03/31,4,3,20,-14,-2,3
Saga,2020/04/01,-6,-1,-9,-24,-6,5
Saga,2020/04/02,-2,3,37,-17,-6,3
Saga,2020/04/03,-7,2,30,-22,-7,5
Saga,2020/04/04,-11,4,29,-30,-7,7
Saga,2020/04/05,-15,5,25,-34,-8,7
Saga,2020/04/06,-7,3,18,-19,-5,4
Saga,2020/04/07,-6,2,11,-24,-7,4
Saga,2020/04/08,-7,0,13,-26,-10,5
Saga,2020/04/09,-9,2,1,-30,-9,5
Saga,2020/04/10,-12,1,-2,-33,-10,7
Saga,2020/04/11,-18,1,-17,-42,-14,10
Saga,2020/04/12,-32,-10,-61,-59,-15,12
Saga,2020/04/13,-18,-5,-34,-37,-7,8
Saga,2020/04/14,-10,0,1,-30,-8,6
Saga,2020/04/15,-8,5,7,-32,-9,6
Saga,2020/04/16,-11,4,2,-33,-9,6
Saga,2020/04/17,-19,0,-21,-40,-10,9
Saga,2020/04/18,-24,0,-20,-42,-12,11
Saga,2020/04/19,-33,-8,-39,-51,-16,11
Saga,2020/04/20,-17,-2,-10,-34,-8,8
Saga,2020/04/21,-17,-2,-10,-38,-12,8
Saga,2020/04/22,-20,-2,-5,-41,-15,9
Saga,2020/04/23,-23,-3,-17,-45,-16,10
Saga,2020/04/24,-25,-1,-16,-45,-17,12
Saga,2020/04/25,-34,-5,-30,-57,-21,14
Saga,2020/04/26,-40,-11,-34,-62,-22,13
Saga,2020/04/27,-25,-2,-7,-48,-15,11
Saga,2020/04/28,-18,0,-9,-47,-17,9
Saga,2020/04/29,-17,-5,15,-58,-58,19
Saga,2020/04/30,-21,2,-10,-51,-20,11
Saga,2020/05/01,-25,-2,-13,-55,-24,15
Saga,2020/05/02,-36,-7,-32,-61,-23,14
Saga,2020/05/03,-46,-21,-71,-71,-28,15
Saga,2020/05/04,-15,-6,-1,-61,-68,27
Saga,2020/05/05,-11,-4,7,-60,-69,26
Saga,2020/05/06,-17,-8,8,-60,-65,26
Saga,2020/05/07,-20,-1,-12,-45,-15,9
Saga,2020/05/08,-23,-3,-10,-46,-16,11
Saga,2020/05/09,-30,-9,-54,-49,-12,13
Saitama,2020/02/15,0,4,11,0,4,0
Saitama,2020/02/16,-11,-6,-36,-10,-2,2
Saitama,2020/02/17,-3,0,-14,-2,0,1
Saitama,2020/02/18,1,4,4,-3,0,1
Saitama,2020/02/19,-2,4,14,-4,0,1
Saitama,2020/02/20,0,3,1,-3,0,1
Saitama,2020/02/21,-2,3,6,-3,0,1
Saitama,2020/02/22,-3,3,2,-3,0,1
Saitama,2020/02/23,-4,3,11,-3,0,0
Saitama,2020/02/24,28,7,63,-32,-58,17
Saitama,2020/02/25,-1,8,4,-2,1,1
Saitama,2020/02/26,-6,4,-9,-6,0,2
Saitama,2020/02/27,-2,8,-5,-7,0,2
Saitama,2020/02/28,3,22,-1,-10,-1,2
Saitama,2020/02/29,-3,14,-1,-19,4,3
Saitama,2020/03/01,-8,10,23,-25,0,3
Saitama,2020/03/02,-12,-1,-39,-14,-3,5
Saitama,2020/03/03,0,12,26,-15,-3,4
Saitama,2020/03/04,-11,1,-16,-19,-4,5
